"Abteilung","Suchbegriff","Suchhäufigkeit","ASIN","Nr. 1 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 2 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 3 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","beauty adventskalender","98.96","B01KZFDQOQ","","11.63","0.78","B01HEH5B6E","Shopping Queen Beauty Adventskalender 2016, 1er Pack (1 x 24 Stück)","10.53","1.2","B01HEH5AV0","Boulevard de Beauté Angelic Beauty Make-Up  Adventskalender 2016, 1er Pack (1 x 24 Stück)","8.24","3.97","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dinosaurier","98.96","B002GYV9R6","Schmidt Spiele 51229 - Playmobil, Rettet die Dinosaurier!","7.2","2.23","B01D24ML20","Ravensburger tiptoi 00746 - Tier Set Im Zeitalter der Dinosaurier","6.3","0.98","3473332682","Alles über Dinosaurier (Wieso? Weshalb? Warum?, Band 12)","5.84","2.51","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","e-book reader","98.96","B00QJDO0QC","Kindle Paperwhite eReader, 15 cm (6 Zoll) hochauflösendes Display (300 ppi) mit integrierter Beleuchtung, WLAN (Schwarz) - mit Spezialangeboten","13.25","0.11","B0186FESVC","Der neue Kindle eReader, 15,2 cm (6 Zoll) Touchscreen ohne Spiegeleffekte, WLAN (Schwarz) - mit Spezialangeboten","9.02","2.49","B007HCCOD0","Kindle, 15 cm (6 Zoll) E Ink-Display, WLAN (Vorgängermodell – 5. Generation)","4.69","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","helene fischer","98.96","B0167P9XCM","Weihnachten (2CD, mit dem Royal Philharmonic Orchestra)","36.48","2.03","B01M99I2Y9","Weihnachten (Neue Deluxe-Version mit 8 weiteren Songs)","15.55","0.39","B01LYNZERT","So nah wie du (Platin Edition - Limited)","9.99","10.61","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","hudora big wheel 205","98.96","B000YD02MO","HUDORA 14695/01 - Big Wheel 205, schwarz/grün","43.68","10.95","B00465S2PU","HUDORA Big Wheel RX-Pro 205, schwarz/blau","11.71","14.21","B00U2EAITC","HUDORA Big Wheel GS 205, lila","11.46","14.85","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kindertablet","98.96","B018Y22DJG","Fire Kids Edition-Tablet, 17,8 cm (7 Zoll) Display, WLAN, 16 GB, Blau Kindgerechte Schutzhülle","26.84","13.47","B018Y22JH2","Fire Kids Edition-Tablet, 17,8 cm (7 Zoll) Display, WLAN, 16 GB, Pink Kindgerechte Schutzhülle","14.51","10.55","B00ZDWLEEG","Fire-Tablet, 17,7 cm (7 Zoll) Display, WLAN, 8 GB (Schwarz) - mit Spezialangeboten","7.74","0.1","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kluftinger","98.96","3426199394","Himmelhorn: Kluftingers neuer Fall","59.53","13.59","3426511843","Grimmbart: Kluftingers achter Fall","8.07","7.83","3426511835","Herzblut: Kluftingers siebter Fall","6.14","8.77","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","lego harry potter","98.96","B00005NPNA","LEGO Harry Potter - 4709 Schloss Hogwarts, 682 Teile","20.57","0","B01LNS9V3O","Lego Harry Potter Collection [PlayStation 4]","13.74","45.86","B003H9NBTI","Lego Harry Potter 4842 - Schloss Hogwarts","8.13","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","lenovo miix 310","98.96","B01F94XBZ2","Lenovo Miix 310 25,65 cm (10,1 Zoll HD) Tablet PC (Intel Atom x5-Z8350 Quad-Core Prozessor, 4GB RAM, 64GB eMMC, Intel HD Grafik, Touchscreen, Windows 10) silber inkl. AccuType Tastatur","44.61","44.8","B01F94XC2Y","Lenovo Miix 310 25,65 cm (10,1 Zoll HD) Tablet PC (Intel Atom x5-Z8350 Quad-Core Prozessor, 2GB RAM, 64GB eMMC, Intel HD Grafik, Touchscreen, Windows 10) silber inkl. AccuType Tastatur","23.23","27.76","B01M037WJE","Lenovo Miix 310 25,65 cm (10,1 Zoll Full HD) Tablet PC (Intel Atom x5-Z8350 Quad-Core Prozessor, 4GB RAM, 64GB eMMC, Intel HD Grafik, Touchscreen, Windows 10) silber inkl. AccuType Tastatur","20.77","1.09","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","liebeskind taschen","98.96","B01ECK1PIE","Liebeskind Berlin Damen Yamagata Henkeltaschen, Schwarz (Ninja Black 9998), 35x37x13 cm","7.13","1.15","B01BZXRMGK","Liebeskind Berlin Damen Maike6 Vintag Umhängetaschen, Braun (Cognac 0006), 23x16x10 cm","5.52","8.08","B01ECK2MRW","Liebeskind Berlin Damen Amandae Schultertaschen, Schwarz (Ninja Black 9998), 38x21x12 cm","5.12","3.19","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","medela","98.96","B008743JQ8","Medela Freestyle - Elektrische Doppel-Milchpumpe inkl. Calma Sauger, Flaschenset, Kühl- und Tragetasche","24.29","7.27","B009M37YA0","Medela Swing maxi - Elektrische Doppel-Milchpumpe inkl. Calma Sauger","21.78","1.29","B005CTXB28","Medela Swing - Elektrische Milchpumpe inkl. Calma Sauger","20.21","10.21","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","polar","98.96","B00NPZ7WNU","POLAR Trainingscomputer M400, Schwarz, 90051092","19.26","1.98","B016BKJW42","Polar Fitnesstracker A360","16.36","0","B01JOKD3J6","POLAR Smartwatch M600, Black, M/L, 90061186","12.27","1.83","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","trainingsanzug","98.96","B013XADJQU","adidas Herren Trainingsanzug Sereno 14 PES","23.83","0","B0190WHHH2","","11.17","0","B01HI7Q00G","adidas Herren Trainingsanzug Tiro 15","8.72","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","arduino","98.95","B008GRTSV6","Arduino Uno Rev.3 Mikrocontroller Board","47.42","39.56","3864901065","Arduino-Workshops: Eine praktische Einführung mit 65 Projekten (edition Make:) (c't Hardware Hacks Edition)","7.74","8.29","B01E614UD6","","4.13","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","aufbewahrungsbox","98.95","B00YOUM8I4","Iris 140065 Aufbewahrungsbox set von 3, Ordnungssystem, Stapelbare mit Handel 30 L, Kunststoffbox mit deckel, transparent","13.9","4.21","B00NKD7Y1W","Orthex 35083903 3er-Set Clipbox Smart Store Classic 15, 14 Liter, transparent","11.69","6.36","B007F8CW0G","Heidrun 16703 Set Clipboxen 3 Stück","7.19","2.4","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","baustrahler","98.95","B00472MH0I","as-Schwabe 46795 Halogenstrahler doppelt mit Stativ EEK C, 2 x 400 W","17.86","13.07","B003ZIXF5Q","Brennenstuhl Halogenstrahler H500 IP44 In- und Outdoor 1,5m, 1171480","13.5","14.22","B01HMCAK80","LUCECO Ultraflache LED Baustrahler 2x 30 W mit Stativ, 2 x 1800 lm, 5000 K, IP65-geschützt, Energieeffizienzklasse A+ a_plus, 1 Stück, LSWT230BR3-EU","10","6.26","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fc bayern","98.95","B01JOMNTN4","","7.63","0","B005ADGT1G","Ravensburger 11857 - FC Bayern München - 54 Teile Puzzleball","5.07","3.97","B00GBGWPGE","","4.93","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fossil smartwatch","98.95","B01LX09XIV","Fossil Q Herren Smartwatch FTW2106","25.88","16.01","B01LZA84RU","Fossil Q Herren-Smartwatch FTW2108","12.71","12.19","B01M13NNUH","Fossil Q Unisex-Armbanduhr FTW20022","10.24","0.69","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","geschenkgutschein","98.95","B0054PDP2Q","Amazon.de Gutschein zum Drucken (A wie Amazon)","32.4","1.23","B00X67BISW","Amazon.de Grußkarte mit Geschenkgutschein - 10 EUR (Happy Birthday Ballons)","26.11","2.14","B0054PDOV8","Amazon.de Gutschein per E-Mail (A wie Amazon)","11.91","0.24","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","glühweinkocher","98.95","B009PJITX2","Efbe-Schott SC GW 900 Glühwein und Heißgetränkeautomat für bis zu 6,8 L","26.3","23.12","B002UXQJYG","Clatronic EKA 3338 Einkochautomat mit Zapfhahn 25 Liter 1800 Watt, weiß","23.14","25.25","B004QJ70UO","Severin EA 3653 Einkoch- und Heißgetränkeautomat mit Auslaufhahn / für 14 Stück 1-Liter-Rundrandgläser 100 / weiß-schwarz","9.98","3","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","langarmshirt herren","98.95","B00BUXP1P0","","16.02","0","B00U2E4WSA","Lower East 5er Pack Herren Langarmshirt mit Rundhals-Ausschnitt, in verschiedenen Farben","8.49","0","B002VRI5CA","","7.93","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","masturbator","98.95","B001GHGG5O","You2Toys Masturbator Oxana Pussy and Ass - lebensechter Torso-Masturbator für Herren mit extra enger Vagina und Anus","6.48","3.06","B01F1UUGS4","","6.06","0","B0124QFLB0","","4.96","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","reisenthel","98.95","B000K22T7A","Reisenthel BK7003 Carrybag schwarz","14.67","3.18","B00IAO43PG","Reisenthel Reise-Henkeltasche Allrounder 30 Liter ( 48X39.5X29 cm)L Mehrfarbig (Dots)","6.37","1.69","B004J1D05I","Reisenthel CC0384  , ruby dots","4.29","1.12","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","samsonite","98.95","B00ULI8JQI","Samsonite - Neopulse - SPINNER 75/28","11.8","6.75","B007WQJSGM","Samsonite S'Cure Spinner 75/28 Koffer, 75cm, 102 L, Black","11.68","3.3","B01BC1WG8Y","Samsonite - Cosmolite - Spinner 75/28 FL2","6.95","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","superfit winterstiefel mädchen","98.95","B01CZIDR2C","Superfit HUSKY 700080, Mädchen Schneestiefel, Blau (WATER KOMBI 88)","7.88","0","B01CZJC3W6","Superfit HUSKY1 700044, Mädchen Schneestiefel, Blau (WATER KOMBI 88)","5.55","0","B01CZIU612","Superfit FAIRY 700091, Mädchen Schneestiefel, Blau (OCEAN KOMBI 81)","4.93","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","vampire diaries staffel 7","98.95","B01L8I17ZO","The Vampire Diaries - Die komplette siebte Staffel [5 DVDs]","86.8","67.44","B01549RNWO","The Vampire Diaries - Die komplette sechste Staffel [5 DVDs]","5.25","4.05","B01L8I17ZY","The Vampire Diaries - Staffel 7 [Blu-ray]","2.73","22.67","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wagenheber","98.95","B001B44QPE","Unitec 10008 Hydraulischer Rangierwagenheber 2,0 to.","36.99","3.47","B00FC2UVRS","Michelin 92416 Hydraulik Wagenheber, 2000 kg Hubleistung 2 T","9.39","0.86","B004INGL5S","Kunzer WK 1010 Hydraulischer Rangierwagenheber 2,25 Tonnen","7.65","5.61","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bewegungsmelder außen","98.94","B0012RD0SO","Steinel Bewegungsmelder IS 130-2 schwarz, 130° Passiv-Infrarot Bewegungssensor mit 12 m Reichweite, Unterkriechschutz, für den Innen- und Außenbereich, IP 54, 660215","17.48","8.82","B001F6ZJ7M","REV Ritter Bewegungsmelder AP-STA 180°, weiß, 0075184112","12.29","3.16","B000ODP29C","Steinel Bewegungsmelder IS 240 DUO weiß, 240° Infrarot-Bewegungssensor mit 12 m Reichweite, inkl. Eckwandhalter, für Innen- und Außenbereich, 602819","8.08","4.11","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dinotrux","98.94","B01DXJBJLI","Mattel DPC58 - Dinotrux Hero Repto, Miniaturmodelle","15.42","1.78","B01EOOVNQC","Dinotrux DPD39 Hero Sounds T-Rux, Actionfigur","12.47","9.41","B011E149N2","Mattel DKC49 - Dinotrux Die-Cast Fahrzeuge 6-er Pack, Miniaturmodelle","10.6","10.89","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","donald trump","98.94","3864703840","","28.54","8.82","3898799107","Wie man reich wird: Ansichten Und Einsichten Eines Multimilliardärs","15.94","8.37","3430202213","Die Wahrheit über Donald Trump","10.43","5.49","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","jack wolfskin jacke damen","98.94","B00L10HQ46","Jack Wolfskin Damen Mantel Iceguard, black, XXL, 1201222-6000006","11.69","6.64","B00L6A85L4","Jack Wolfskin Damen Mantel Nova Iceguard","6.12","0","B0176RMR1E","","4.93","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","surface book","98.94","B019P2Q52A","Microsoft Surface Book 34,29 cm (13,5 Zoll) (Intel Core i7 6. Generation, 16GB RAM, 512GB SSD, Intel HD + NVIDIA GeForce, Win10 Pro)","31.98","23.18","B019P2Q7UK","Microsoft Surface Book 34,29 cm (13,5 Zoll) (Intel Core i5 6. Generation, 8GB RAM, 128GB SSD, Intel HD, Win10 Pro)","22.51","20.09","B019P2QCTG","Microsoft Surface Book 34,29 cm (13,5 Zoll) (Intel Core i5 6. Generation, 8GB RAM, 256GB SSD, Intel HD + NVIDIA GeForce, Win10 Pro)","18.5","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","victorinox","98.94","B0001P151W","Victorinox Offiziermesser Huntsman 15 Funktionen, rot/silber, 1.3713-033","10.29","1.99","B0001P15CG","Victorinox Offiziermesser Spartan, 12 Funktionen, rot/silber, 1.3603-033","7.66","1.8","B000OZ0JMA","Victorinox Taschenwerkzeug Kl ClassicSDschwarz, 0.6223.3","4.9","0.44","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wieso weshalb warum","98.94","3473328871","Zähne putzen, Pipi machen (Wieso? Weshalb? Warum? junior, Band 52)","7.35","2.36","3473328731","Wir entdecken unseren Körper (Wieso? Weshalb? Warum?, Band 1)","4.88","2.65","3473328715","Wir feiern Weihnachten (Wieso? Weshalb? Warum?, Band 34)","4.41","1.44","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dymo","98.93","B0030E5WYW","Dymo LetraTag LT-100H Etikettendrucker Handgerät","22.79","11.63","B005SRAU50","Dymo LabelManager 160 Tragbares Beschriftungsgerät","12.47","8.88","B000O78DZI","Dymo Omega Etikettenprägegerät für den Heimbedarf","10.49","6.54","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","ff 15","98.93","B00DC3E4BS","Final Fantasy XV - Day One Edition - [PlayStation 4]","64.41","21.28","B01DPMEJKQ","Final Fantasy XV - Deluxe Edition - [PlayStation 4]","20.15","22.93","1911015052","Final Fantasy XV Lösungsbuch","3.45","6.44","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fuji xt2","98.93","B01I5LE51A","Fujifilm X-T2 Systemkamera nur Gehäuse (24,3 Megapixel) schwarz","58.93","38.71","B01I5LE53S","Fujifilm X-T2 Systemkamera Kit inkl. XF18-55mm Objektiv (24,3 Megapixel) schwarz","18.99","0","3864904323","Die Fujifilm X-T2: 115 Profitipps","3.61","11.61","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","g29","98.93","B00YUIM2J0","Logitech G29 Racing Lenkrad Driving Force für PS4, PS3 und PC","78.01","45.89","B00ZWOUH4S","Logitech Driving Force Shifter Schalthebel für G920 und G29 Racing Lenkräder schwarz","7.22","51.53","B011N78DMA","Logitech G920 Racing Lenkrad Driving Force  für Xbox One, PC","6.96","2.58","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","herr der ringe","98.93","B0096MFPKS","Der Herr der Ringe - Die Spielfilm Trilogie [3 DVDs]","26.35","14.76","B005C2SDXM","Der Herr der Ringe - Die Spielfilm Trilogie (Extended Edition) [Blu-ray]","21.76","0.91","360896035X","Der Herr der Ringe: illustriert","9.26","7.13","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","klobürste","98.93","B003SLDWSK","WENKO 18931100 WC-Garnitur Basic Schwarz, Kunststoff, 14 x 38 x 14 cm, Schwarz","24.18","8.03","B00TQQ3Y9S","Wenko 21694100 Edelstahl WC-Garnitur Detroit, rostfrei, 8,9 x 41,5 x 8,9 cm, satiniert","10.4","5.76","B0037X132Q","Zeller 18319 WC-Bürste ""Schiefer"", Polyresin, 9,5 x 9,5 x 38,5 cm, schwarz","6.68","4.56","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kunstkalender 2017","98.93","3840013658","Kunst - Kalender 2017: Künstler, Werke, Museen, Ausstellungen","5.72","1.99","3840774160","Monet bis Klee 2017 - Bildkalender (42 x 56) - Kunstkalender","5.13","1.25","3840014816","Kunst - Kalender 2017: 53 Meisterwerke der Malerei","3.18","0.46","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","mini pc","98.93","B007N5FO88","Mini-Q PC-Q05 - Mini Tower - Thin mini ITX","9.53","0","B00XPVRR5M","INTEL NUC BOXNUC5CPYH Celeron N3050 DDR3L HDMI 1.4","9.48","3.76","B01C3O2C1A","Asus Barebone VivoMini UN45-VM014M Mini Desktop-PC (Intel Celeron N3000, ohne Speicher, ohne HDD, kein Betriebssystem) midnight blue","8.07","22.53","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","musikbox","98.93","B010RWAIAC","JBL Flip 3 Spritzwasserfester Tragbarer Bluetooth-Lautsprecher mit außerordentlich Kraftvollem Klang im Kompakten Design - Schwarz","20.59","2.74","B00TFGWAA8","JBL Go Ultra Wireless Bluetooth Lautsprecher (3,5mm AUX-Eingang, geeignet für Apple iOS und Android Smartphones, Tablets und MP3 geräten) schwarz","13.95","3.51","B0058U9UHQ","MusicMan Mini Soundstation (MP3 Player, Stereo Lautsprecher, Line In Funktion, SD/microSD Kartenslot) pink","11.44","23.11","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","puppenzubehör","98.93","B013XH5HE0","Ecoiffier 2863 - Puppen-Pflegecenter","6.04","3.57","B00C02Z4RU","Theo Klein 1653 - Princess Coralie Wickeltasche","4.54","4.93","B00CFHAI0S","Theo Klein 1674 - Princess Coralie Badewannenset","4.16","2.97","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","raspberry pi","98.93","B01CEFWQFA","Raspberry Pi 3 Model B","47.72","9.11","B0151NC0R6","","10.45","0","B01CD5VC92","Raspberry Pi 896-8860 All-in-One Desktop PC ""3 Modell B Prozessor"" (1,2 GHz Quad-Core ARM cortex-a53, 1GB RAM, USB 2.0) grün","9.38","5.73","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","soundsystem","98.93","B00NC74CDE","Samsung HW-H430/EN 2.1 Soundbar (290 Watt, Bluetooth, kabelloser Subwoofer, USB) schwarz","12.19","0.2","B00YR92T90","Logitech Z333 Multimedia Speakers - Lautsprecher für Home Entertainment (mit 80 Watt und Subwoofer) schwarz","11.78","1.22","B003U506QU","Logitech Z506 5.1 Lautsprechersystem schwarz","8.75","0.12","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","steckschlüsselsatz","98.93","B00DEGW6D6","KS Tools Steckschlüssel-Satz, 179-teilig 1/4, 3/8 Und 1/2 Zoll, 917.0779","17.62","1.29","B009I4HRDW","Mannesmann 130-tlg. Steckschlüssel- und Bitsatz, M29166","10.36","1.8","B000VD1R8U","Proxxon 23286 Steckschlüsselsatz mit Knüppelratschen 1/4 Zoll und 1/2 Zoll, 65-teilig","7.71","2.24","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","thermomix vorwerk","98.93","B01EP2NA4Q","","66.75","0","B00OAXFNQ4","Krups Prep & Cook HP5031 Multifunktions-Küchenmaschine (1.550 Watt, bis zu 12.000 U/min, inklusive hochwertigem Zubehör)","8.65","0.18","B01LXLYAFC","","4.88","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","weihnachtsfilme dvd","98.93","B00MB5AZ8Y","","9.49","9","B01K68F6PE","Zauber einer Weihnachtsnacht","5.6","1.62","B00EPLWI8W","","5.4","2.31","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","elementary","98.92","B00JR7S7U2","","51.04","0","B00NKU6EJ8","","38.85","0","B00SKKYMH4","Elementary - Die erste Season [6 DVDs]","3.43","29.04","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","festplattenrecorder","98.92","B00IWZHLAW","Samsung BD-H8900 HD-Recorder mit Twin Tuner und 3D Blu-ray Player (1TB HDD, UltraHD Upscaling, DVB-T/C, CI+, WLAN, Smart TV) schwarz","21.13","20.68","B00CMKWL3A","Western Digital 2TB My Book AV TV Externe Festplatte Desktop 3,5"" USB3.0 und 2.0 für TV Aufnahmen, reibungslose AV-Wiedergabe, USB-Kabel – 2 m, Flexibles Design für liegende oder stehende Aufstellung","14.56","8.8","B00IWZHM7E","Samsung BD-H8500 HD-Recorder mit Twin Tuner und 3D Blu-ray Player (500GB HDD, DVB-T/C, CI+, WLAN, Smart TV) schwarz","8.73","26.16","","","","","","","","","","","","","","","","","","","","","",""
